date,ticker,price
2010-10-01,FOR,01/17/2021
2010-11-01,FOR,02/18/2021
2010-12-01,FOR,19299999
2011-01-01,FOR,18.66
2011-02-01,FOR,19.26
2011-03-01,FOR,02/19/2021
2011-04-01,FOR,19.67
2011-05-01,FOR,18.23
2011-06-01,FOR,16.43
2011-07-01,FOR,16299999
2011-08-01,FOR,12.59
2011-09-01,FOR,10.91
2011-10-01,FOR,13
2011-11-01,FOR,02/15/2021
2011-12-01,FOR,15.13
2012-01-01,FOR,15.92
2012-02-01,FOR,15.69
2012-03-01,FOR,15.39
2012-04-01,FOR,15.38
2012-05-01,FOR,13.49
2012-06-01,FOR,12.81
2012-07-01,FOR,11.38
2012-08-01,FOR,14.39
2012-09-01,FOR,16.66
2012-10-01,FOR,01/16/2021
2012-11-01,FOR,14.78
2012-12-01,FOR,17.33
2013-01-01,FOR,19030001
2013-02-01,FOR,17.42
2013-03-01,FOR,21860001
2013-04-01,FOR,21540001
2013-05-01,FOR,07/23/2021
2013-06-01,FOR,20059999
2013-07-01,FOR,21610001
2013-08-01,FOR,19959999
2013-09-01,FOR,21530001
2013-10-01,FOR,22.33
2013-11-01,FOR,19360001
2013-12-01,FOR,21.27
2014-01-01,FOR,20
2014-02-01,FOR,18860001
2014-03-01,FOR,17799999
2014-04-01,FOR,17049999
2014-05-01,FOR,17.42
2014-06-01,FOR,09/19/2021
2014-07-01,FOR,18700001
2014-08-01,FOR,20
2014-09-01,FOR,17719999
2014-10-01,FOR,17450001
2014-11-01,FOR,16
2014-12-01,FOR,04/15/2021
2015-01-01,FOR,13.27
2015-02-01,FOR,14.38
2015-03-01,FOR,15.77
2015-04-01,FOR,14.76
2015-05-01,FOR,13.35
2015-06-01,FOR,13.16
2015-07-01,FOR,08/12/2021
2015-08-01,FOR,12.93
2015-09-01,FOR,13.15
2015-10-01,FOR,14.15
2015-11-01,FOR,13.59
2015-12-01,FOR,10.94
2016-01-01,FOR,08/09/2021
2016-02-01,FOR,9.75
2016-03-01,FOR,04/13/2021
2016-04-01,FOR,05/13/2021
2016-05-01,FOR,12.24
2016-06-01,FOR,11.89
2016-07-01,FOR,12.28
2016-08-01,FOR,12.55
2016-09-01,FOR,11.71
2016-10-01,FOR,11
2016-11-01,FOR,04/13/2021
2016-12-01,FOR,03/13/2021
2017-01-01,FOR,05/13/2021
2017-02-01,FOR,03/13/2021
2017-03-01,FOR,13.65
2017-04-01,FOR,14.15
2017-05-01,FOR,14.15
2017-06-01,FOR,17.15
2017-07-01,FOR,17.15
2017-08-01,FOR,17200001
2017-09-01,FOR,17200001
2017-10-01,FOR,17799999
2017-11-01,FOR,22.25
2017-12-01,FOR,22
2018-01-01,FOR,04/24/2021
2018-02-01,FOR,24700001
2018-03-01,FOR,21.15
2018-04-01,FOR,21799999
2018-05-01,FOR,04/23/2021
2018-06-01,FOR,20.75
2018-07-01,FOR,22700001
2018-08-01,FOR,25700001
2018-09-01,FOR,21200001
2018-10-01,FOR,18
2018-11-01,FOR,16040001
2018-12-01,FOR,13.85
2019-01-01,FOR,01/16/2021
2019-02-01,FOR,16969999
2019-03-01,FOR,17290001
2019-04-01,FOR,19.27
2019-05-01,FOR,17.91
2019-06-01,FOR,19549999
2019-07-01,FOR,20.66
2019-08-01,FOR,19059999
2019-09-01,FOR,18280001
2019-10-01,FOR,18780001
2019-11-01,FOR,04/20/2021
2019-12-01,FOR,20.85
2020-01-01,FOR,20.27
2020-02-01,FOR,17889999
2020-03-01,FOR,10.35
2020-04-01,FOR,13.19
2020-05-01,FOR,15.17
2020-06-01,FOR,08/15/2021
2020-07-01,FOR,17309999
2020-08-01,FOR,17.77
2020-09-01,FOR,17700001
2020-10-01,FOR,16639999
2020-11-01,FOR,19459999
2020-12-01,FOR,20.18
2021-01-01,FOR,21.49
2021-02-01,FOR,21290001
2021-03-01,FOR,23280001
2021-04-01,FOR,25.34
2021-05-01,FOR,01/23/2021
2021-06-01,FOR,20.91
2021-07-01,FOR,20469999
2021-08-01,FOR,20790001
2021-09-01,FOR,18629999
